dcid,year,total_distribution_power_line_length,cost_per_household_for_undergrounding_fire_prone_lines
geoId/060710100173,2021,82664.91245939162,93005.05851178516
geoId/060710100172,2021,118687.02520523536,11090.197338187354
geoId/060710100181,2021,33606.87148853877,0.0
geoId/060710100232,2021,23771.792151074427,0.0
geoId/060710100182,2021,32804.804367290686,0.0
geoId/060710100231,2021,24175.560100275303,8394.803549903514
geoId/060290058024,2021,21126.396278339,0.0
geoId/060290057001,2021,41652.05826207725,0.0
geoId/060290058023,2021,6962.868156305012,0.0
geoId/060290055064,2021,195.54242406418115,0.0
geoId/060710021091,2021,63380.80234352983,0.0
geoId/060650448041,2021,36445.639426223766,0.0
geoId/060650447012,2021,24784.99631387734,0.0
geoId/060659407001,2021,20303.494204799732,0.0
geoId/060659407002,2021,21901.26519822609,0.0
geoId/060374812021,2021,5778.947983883623,0.0
geoId/060374812023,2021,5247.477679183409,0.0
geoId/060374812022,2021,8755.978449130958,0.0
geoId/060374811011,2021,11387.125815965092,0.0
geoId/060374811012,2021,8665.64888964443,0.0
geoId/060374801022,2021,5627.540404317122,0.0
geoId/060710026011,2021,90409.30166718224,3444.2619625916777
geoId/060374812013,2021,6783.6093259244,0.0
geoId/060374811021,2021,3290.482059277057,0.0
geoId/060374811023,2021,4229.255318280406,0.0
geoId/060374811022,2021,4739.0141768593985,0.0
geoId/060376025081,2021,3168.984444392312,0.0
geoId/060376025082,2021,5170.507514558261,0.0
geoId/060376024031,2021,2399.143149083053,0.0
geoId/060376024033,2021,1910.417145234756,0.0
geoId/060376024041,2021,3004.5488695330946,0.0
geoId/060376024042,2021,2089.374589206297,0.0
geoId/060376025051,2021,2593.3161439206274,0.0
geoId/060710127001,2021,302950.6924506494,0.0
geoId/060376024032,2021,2286.890460844772,0.0
geoId/060376025093,2021,30011.097817397676,0.0
geoId/060379107152,2021,10509.147340017942,0.0
geoId/060379107071,2021,24466.853155766537,0.0
geoId/060379106052,2021,9383.324522436667,0.0
geoId/060379107162,2021,14591.04401622335,0.0
geoId/060590524184,2021,65678.15870991313,0.0
geoId/060590525257,2021,11997.820867304716,0.0
geoId/060590524173,2021,15824.725051650545,0.0
geoId/060590524041,2021,130522.04745091544,0.0
geoId/060590525054,2021,5457.888835422575,0.0
geoId/060379201071,2021,137102.1812941201,77664.6751370247
geoId/060379201141,2021,36233.193154729066,9957.40506113498
geoId/060590524181,2021,9610.00449784696,0.0
geoId/060590524183,2021,27465.382248167323,0.0
geoId/060375763014,2021,3885.852510975528,0.0
geoId/060375763011,2021,4700.006534644743,0.0
geoId/060375758031,2021,1795.2461191578168,0.0
geoId/060375758032,2021,1213.8466889024166,0.0
geoId/061070038012,2021,18010.342728548312,0.0
geoId/061070038021,2021,9530.1274572561,0.0
geoId/060377020021,2021,4651.257260345755,0.0
geoId/060377020022,2021,4777.804462051599,0.0
geoId/060372733001,2021,405.87162590807816,0.0
geoId/060372732001,2021,99.37390240076375,0.0
geoId/060377021022,2021,3068.429892964652,0.0
geoId/060377022024,2021,7884.945044203924,0.0
geoId/060377022021,2021,2279.482139569262,0.0
geoId/060377013043,2021,5178.0700357385385,0.0
geoId/060377019023,2021,26347.84504668612,0.0
geoId/060377021021,2021,3542.084962887476,0.0
geoId/060377021024,2021,5886.926333566261,0.0
geoId/060650432572,2021,30163.561090472485,934.9190429943824
geoId/060650432571,2021,12252.73687515768,3095.572107987093
geoId/060650432653,2021,44776.425505525,1159.0988123068153
geoId/060650432563,2021,19013.791654185847,4178.9086421664315
geoId/060650432573,2021,62258.62354303746,95871.04332531098
geoId/060377014021,2021,4333.6330873681545,0.0
geoId/060372731001,2021,544.0820281254709,0.0
geoId/060377021025,2021,1069.4821042741837,0.0
geoId/060377021027,2021,2720.1469857088337,0.0
geoId/060372753022,2021,6868.6282305490295,0.0
geoId/060372731003,2021,430.97711855690267,0.0
geoId/060372731002,2021,354.4937261639625,0.0
geoId/060372737003,2021,753.088039967573,0.0
geoId/060377025014,2021,9808.340487803787,0.0
geoId/060372734022,2021,458.2282760649916,0.0
geoId/060377025015,2021,7276.917697323057,0.0
geoId/060650432562,2021,10397.243282952106,3385.752240831464
geoId/060372741001,2021,1033.3442427004677,0.0
geoId/060377020024,2021,3418.618164596529,0.0
geoId/060372738001,2021,348.1359954574852,0.0
geoId/060374326021,2021,2959.450791987297,0.0
geoId/060650464051,2021,19917.231200668462,0.0
geoId/060650432792,2021,23886.828201083543,88.57607965579817
geoId/060650432761,2021,31790.99325796716,0.0
geoId/060650464052,2021,15322.777402394002,0.0
geoId/060650432181,2021,23350.51620319264,11831.68010249652
geoId/060650432171,2021,30247.758868650384,0.0
geoId/060650432671,2021,25370.77504772309,17617.734606410035
geoId/060650432273,2021,31349.086043258652,200.65921469857457
geoId/060375502011,2021,3172.755336554228,0.0
geoId/060375502012,2021,2211.0245613100296,0.0
geoId/060375027003,2021,10085.028043657938,0.0
geoId/060375028015,2021,3133.566509553021,0.0
geoId/060650432162,2021,34298.00353788478,0.0
geoId/060375028014,2021,8775.733771924515,0.0
geoId/060377027001,2021,7841.476799707362,0.0
geoId/060377027002,2021,5345.112982813313,0.0
geoId/060372756021,2021,3416.446013026189,0.0
geoId/060372755002,2021,1632.4309290145254,0.0
geoId/060372755003,2021,492.5335275995797,0.0
geoId/060372756033,2021,1393.996497788501,0.0
geoId/060377027003,2021,3841.5914238047353,0.0
geoId/060377028022,2021,5488.578444666618,0.0
geoId/060372751021,2021,1622.9534884725126,0.0
geoId/060372755001,2021,772.4050380844191,0.0
geoId/060372753113,2021,1125.0308352425022,0.0
geoId/060372752002,2021,458.5201691612799,0.0
geoId/060650406153,2021,21442.278324182567,0.0
geoId/060650406151,2021,18227.039712654747,0.0
geoId/060650406072,2021,142959.21509817275,0.0
geoId/060650406071,2021,41171.06382228107,0.0
geoId/060710019031,2021,192810.0392046268,0.0
geoId/060375544032,2021,4016.138092440971,0.0
geoId/060375544042,2021,5852.738496320969,0.0
geoId/060375544052,2021,8561.098560666647,0.0
geoId/060375700031,2021,6339.618678021214,0.0
geoId/060374004042,2021,14130.954636069602,19647.714915408076
geoId/060374004041,2021,10755.593176694703,0.0
geoId/060374011023,2021,11437.853652534925,0.0
geoId/060375700014,2021,5548.757407278325,0.0
geoId/060375544063,2021,5670.908559832924,0.0
geoId/060375544031,2021,5228.01174793826,0.0
geoId/060590995123,2021,4984.405514703898,0.0
geoId/060379800071,2021,24430.4440833938,0.0
geoId/060590995041,2021,22920.2657741287,0.0
geoId/060375776041,2021,15861.856305937636,0.0
geoId/060590995102,2021,8439.661963453626,0.0
geoId/060375543022,2021,8500.600021774853,0.0
geoId/060590995103,2021,8883.381299731807,0.0
geoId/060374004043,2021,14710.08347368118,15876.245791761186
geoId/060710019061,2021,81565.54719042139,0.0
geoId/060710111021,2021,31601.158266767037,59334.32215124998
geoId/060710111013,2021,14373.99119731998,24866.700828438465
geoId/060710111011,2021,14069.41183102442,83702.93417870383
geoId/060590626193,2021,5098.436333831944,0.0
geoId/060590626192,2021,8117.058959927859,7251.263731221223
geoId/060590626194,2021,5625.606071906075,0.0
geoId/060590626051,2021,8509.197838526832,0.0
geoId/060590423251,2021,19429.59174451366,14151.763029875185
geoId/060590626041,2021,7635.319222346317,0.0
geoId/060590626053,2021,3530.611710677352,0.0
geoId/060375323042,2021,89814.16400542269,0.0
geoId/060590423261,2021,10881.357086072592,0.0
geoId/060590755141,2021,5187.679274449687,0.0
geoId/060590755153,2021,8704.024512212527,0.0
geoId/060590755142,2021,839.893577544434,0.0
geoId/060590744083,2021,1603.333560865928,0.0
geoId/060650451032,2021,48769.45932435648,0.0
geoId/060376205014,2021,2591.6462331998537,0.0
geoId/060376208004,2021,3144.5270182420068,0.0
geoId/060376208003,2021,6619.554191011834,0.0
geoId/060650451033,2021,17634.70298309016,0.0
geoId/060376205223,2021,5166.021232495673,0.0
geoId/060376209011,2021,7151.75545243055,0.0
geoId/060376207011,2021,6053.588285214686,0.0
geoId/060376205011,2021,2406.953209583445,0.0
geoId/060376204002,2021,3674.41119748921,0.0
geoId/060376205222,2021,4360.719804170994,0.0
geoId/060376205016,2021,7830.085304392424,0.0
geoId/060376205015,2021,1124.8525458432764,0.0
geoId/060376207012,2021,5699.121669659831,0.0
geoId/060376205221,2021,7630.009938345805,0.0
geoId/060376209013,2021,2827.9358104184603,0.0
geoId/060376208001,2021,4292.809721547834,0.0
geoId/060376208002,2021,4188.505941517689,0.0
geoId/060376208005,2021,7961.032195150509,0.0
geoId/060376204001,2021,26850.266363599145,0.0
geoId/060590755122,2021,6688.331955710468,0.0
geoId/060590755121,2021,5686.3534690447805,0.0
geoId/060590744081,2021,1875.929615515082,0.0
geoId/060590744082,2021,2053.7815322609804,0.0
geoId/060650451241,2021,59674.19103919348,0.0
geoId/061070027002,2021,96372.33217373796,83342.57810309806
geoId/061070025002,2021,172195.35106270324,2644.706755369479
geoId/061070033001,2021,87539.28444133063,751.0616598260677
geoId/061070039021,2021,83535.39240654476,5839.712636784909
geoId/061070033006,2021,13204.476498830863,0.0
geoId/061070033004,2021,5543.323770273106,0.0
geoId/060710004013,2021,12749.77142495462,0.0
geoId/060710001043,2021,12011.100067239417,0.0
geoId/060710005043,2021,63849.1331651046,0.0
geoId/060710004014,2021,20284.876919645456,0.0
geoId/060710005032,2021,6414.631115496524,0.0
geoId/060375509013,2021,10281.837735626072,0.0
geoId/060375509011,2021,10498.567756747794,0.0
geoId/060375509024,2021,1837.2924055369624,0.0
geoId/060375509022,2021,4226.952673905556,0.0
geoId/060375503004,2021,13999.12690912084,0.0
geoId/060375510003,2021,12698.442694876529,0.0
geoId/060375509023,2021,3542.987841042905,0.0
geoId/060710001042,2021,12451.803186066143,471.1069958016062
geoId/060710001051,2021,39115.78386252362,0.0
geoId/060376037041,2021,2141.3264930888795,0.0
geoId/060376037023,2021,4172.6661130602815,0.0
geoId/060376037042,2021,5213.245000745921,0.0
geoId/060376500012,2021,6842.1271291561325,0.0
geoId/060376036003,2021,6932.247565482725,0.0
geoId/060376036001,2021,6118.339361147741,0.0
geoId/060376037021,2021,3946.0826276449584,0.0
geoId/060376037043,2021,2542.5464648068987,0.0
geoId/060376037022,2021,6703.373981508744,0.0
geoId/061110012061,2021,84805.30952036951,69132.79696251114
geoId/061110001001,2021,93404.16339569412,145217.83604584186
geoId/060374600001,2021,19773.21411969509,0.0
geoId/060374600003,2021,2835.8279134817767,0.0
geoId/060374601005,2021,8912.04902537682,0.0
geoId/060379301011,2021,54711.60215412477,344016.0788964041
geoId/060375509012,2021,2671.643070288196,0.0
geoId/060375506023,2021,9390.67785873174,0.0
geoId/060375509021,2021,6100.263069010854,0.0
geoId/060375506021,2021,4563.287285284868,0.0
geoId/060374625001,2021,2415.8182269587105,0.0
geoId/060650433162,2021,34745.9437853852,0.0
geoId/060650433042,2021,52158.15986816683,86795.69452641407
geoId/060650432393,2021,154185.4772050215,78519.13676763579
geoId/060650433044,2021,18216.282672388115,16416.160494308806
geoId/060650444021,2021,76820.73927776374,75937.8800593584
geoId/060650433043,2021,78859.66857648884,14979.024324016147
geoId/060650433173,2021,27070.993861194595,0.0
geoId/060650433161,2021,9576.863341741891,0.0
geoId/060650427371,2021,49854.398369820665,1722.1014645023065
geoId/060650433071,2021,12779.0889941714,0.0
geoId/060650433061,2021,18329.48429777489,0.0
geoId/060650433171,2021,14890.945839553857,0.0
geoId/060650433072,2021,11872.043606655512,0.0
geoId/060379100013,2021,26161.88382531689,0.0
geoId/060379110012,2021,97964.84934606726,1498.4600782118964
geoId/060379101011,2021,62097.824097932826,0.0
geoId/060379001042,2021,47674.24813899333,0.0
geoId/060379100011,2021,71146.34150069008,0.0
geoId/060379100021,2021,74140.3405544146,0.0
geoId/060379110011,2021,52208.93189994311,0.0
geoId/060379100012,2021,11912.393424093409,0.0
geoId/060710098002,2021,6814.3747647765695,0.0
geoId/060710098001,2021,13338.82395599808,0.0
geoId/060710099131,2021,45162.513739359216,0.0
geoId/060710097153,2021,14607.368620902813,0.0
geoId/060710097172,2021,22472.665935653054,0.0
geoId/060710097154,2021,17671.10634063853,0.0
geoId/060710097155,2021,32146.72799642236,0.0
geoId/060710097171,2021,27368.5083218466,0.0
geoId/060375702031,2021,5806.607932294261,0.0
geoId/060375539021,2021,6594.6632495474205,0.0
geoId/060375539022,2021,4033.543328917225,0.0
geoId/060375539023,2021,4435.041031409538,0.0
geoId/060375702041,2021,3380.3906654059115,0.0
geoId/060375543012,2021,4325.41270582081,0.0
geoId/060375539013,2021,5027.830421257204,0.0
geoId/060375539014,2021,4254.9268374369285,0.0
geoId/060375538011,2021,6936.800413998509,0.0
geoId/060375538021,2021,11315.50265877721,0.0
geoId/060379203262,2021,30712.8686800586,9773.98435705576
geoId/060379203121,2021,5666.441421273055,15822.626641891628
geoId/060379203123,2021,24347.242957912546,48318.026473643346
geoId/060376211022,2021,9270.363567575636,0.0
geoId/060376212011,2021,9422.932470121932,0.0
geoId/060376212013,2021,10995.822550690642,0.0
geoId/060376211043,2021,2802.703237206703,0.0
geoId/060376211044,2021,7532.6000870451635,0.0
geoId/060376211041,2021,5431.109888607638,0.0
geoId/060376030051,2021,4375.705359978536,0.0
geoId/060376029003,2021,22902.42762675859,0.0
geoId/060376030014,2021,6980.276605763494,0.0
geoId/060376030013,2021,3889.640741669837,0.0
geoId/060376033011,2021,7736.878049368512,0.0
geoId/060376030041,2021,5025.1513363235745,0.0
geoId/060590994071,2021,14442.917561089182,0.0
geoId/060590994155,2021,2752.907772811597,0.0
geoId/060590994153,2021,7320.744325916417,0.0
geoId/060590994152,2021,5036.957459642135,0.0
geoId/060590994041,2021,12381.333352435417,0.0
geoId/060590994151,2021,16993.705208749743,0.0
geoId/060376030052,2021,3913.8897644160793,0.0
geoId/060376034002,2021,9836.959496483749,0.0
geoId/060376034001,2021,3755.189049358556,0.0
geoId/060376030053,2021,3176.0090592920715,0.0
geoId/060376030012,2021,5504.411572910911,0.0
geoId/060376029001,2021,8167.076953846597,0.0
geoId/060379203132,2021,8381.099880909318,32057.554825402072
geoId/060371066032,2021,4360.700446493986,3790.933634406197
geoId/060379302002,2021,53707.783361641574,496752.47854847106
geoId/060379203131,2021,12984.794151610027,23687.681964088097
geoId/060379203134,2021,11395.598902165915,14098.072976202517
geoId/060590994062,2021,9291.374562832574,0.0
geoId/060379203133,2021,3653.808624194613,31397.3357558115
geoId/060590994051,2021,5571.009175578916,0.0
geoId/060590994053,2021,3903.5790185319497,0.0
geoId/060590994042,2021,10286.013675380707,0.0
geoId/060590994154,2021,4190.3312415449955,0.0
geoId/060590994171,2021,19815.55472352038,0.0
geoId/060379203341,2021,10998.220631037788,13435.555966226992
geoId/060379203221,2021,4721.2766059088735,5379.532768090726
geoId/060377023002,2021,11105.524853641791,0.0
geoId/060377023005,2021,5549.369537871336,0.0
geoId/060377022022,2021,4298.349690977884,0.0
geoId/060377022023,2021,3511.0827504808726,0.0
geoId/060377023003,2021,3788.33776208228,0.0
geoId/060710104201,2021,106682.89809674789,0.0
geoId/060710104202,2021,85440.73045047863,0.0
geoId/060710040032,2021,46419.67439619221,2802.1636116967857
geoId/060650401011,2021,41012.83653516865,16238.568072040134
geoId/060710040031,2021,5019.229745969355,10004.681772771652
geoId/060710040042,2021,58977.51343781285,13405.953510376194
geoId/060710104203,2021,19985.60028336345,0.0
geoId/060591105004,2021,27040.83351268996,0.0
geoId/060591101151,2021,13252.804770151686,0.0
geoId/060710040012,2021,17537.756803628483,25693.45799981967
geoId/060374801012,2021,3434.1998464110243,0.0
geoId/060374801013,2021,4044.6098700882208,0.0
geoId/060374801021,2021,6053.4615917228075,0.0
geoId/060374801011,2021,5758.081280471437,0.0
geoId/060374320005,2021,6471.252154052541,0.0
geoId/060374320004,2021,4520.86936218137,0.0
geoId/060374319003,2021,6070.48488583496,0.0
geoId/060374320006,2021,6886.88063842967,0.0
geoId/060374316002,2021,9834.23214835992,0.0
geoId/060376506021,2021,7153.176708182967,0.0
geoId/060376511021,2021,7833.719212810392,0.0
geoId/060376506041,2021,3898.0084740376833,0.0
geoId/060376506023,2021,7600.848863093933,0.0
geoId/060376512211,2021,13153.608186081929,0.0
geoId/060650449292,2021,20224.527866662367,0.0
geoId/060650449301,2021,63443.508383143395,0.0
geoId/060650449194,2021,18685.51689860869,0.0
geoId/060376506051,2021,6740.547743798087,0.0
geoId/060650449193,2021,24144.825607485956,0.0
geoId/060376506022,2021,5719.4797446857165,0.0
geoId/060710022064,2021,7604.743463572255,0.0
geoId/060710022063,2021,6904.796818499029,0.0
geoId/060710022062,2021,3021.1276810060467,0.0
geoId/060377026003,2021,6766.21652356756,0.0
geoId/060377026006,2021,4126.902420823371,0.0
geoId/060377027004,2021,4158.0317912714345,0.0
geoId/060375545122,2021,20518.14009290252,0.0
geoId/060375545172,2021,6835.19648043504,0.0
geoId/060375545192,2021,16714.573175039615,0.0
geoId/060375545171,2021,13218.294141233016,0.0
geoId/060375545143,2021,5755.512866731191,0.0
geoId/060375545161,2021,9452.154120242736,0.0
geoId/060375548023,2021,4103.086880222929,0.0
geoId/060377026004,2021,8692.447409187173,0.0
geoId/060377026005,2021,4350.799198993579,0.0
geoId/060377025022,2021,11572.78713782897,0.0
geoId/061110003041,2021,76448.88266563027,27287.92688622969
geoId/061110004001,2021,40537.320114136935,52308.42630561253
geoId/060375302031,2021,7522.269417210225,0.0
geoId/060375300051,2021,16161.323547363514,0.0
geoId/060375300061,2021,10546.384764716156,0.0
geoId/060710099101,2021,16618.02160478077,0.0
geoId/060710099041,2021,38245.788912850934,0.0
geoId/060710099102,2021,21179.452465559112,0.0
geoId/061070012001,2021,31171.702727217853,0.0
geoId/061070013021,2021,20108.13764029449,0.0
geoId/060374039023,2021,8516.904062783733,0.0
geoId/060374039021,2021,12321.92616368572,0.0
geoId/060374038011,2021,8295.833928157073,0.0
geoId/060374039022,2021,6141.915374214563,0.0
geoId/061070013022,2021,23714.925480406997,0.0
geoId/060590320562,2021,5511.1021614368265,0.0
geoId/060590320531,2021,52106.02309966597,15815.72979323958
geoId/060590320501,2021,7455.045003392071,8073.353808337888
geoId/060590320561,2021,7126.966990861798,4217.00277386639
geoId/060590320533,2021,5408.6720457136325,0.0
geoId/060710099082,2021,12455.061312769794,0.0
geoId/060710091183,2021,97066.2368704152,0.0
geoId/060710100091,2021,36262.6881439271,0.0
geoId/060710100171,2021,70574.1318880122,51990.76543290376
geoId/060710100161,2021,27995.314782118447,0.0
geoId/060375530004,2021,4887.170851304149,0.0
geoId/060375529005,2021,4989.4660318187925,0.0
geoId/060375529004,2021,5970.140537893304,0.0
geoId/060375528003,2021,3349.717032104539,0.0
geoId/060375530003,2021,7698.975619165635,0.0
geoId/060375541042,2021,4451.598963375658,0.0
geoId/060591100031,2021,5988.467773387667,0.0
geoId/060591100051,2021,7502.721706974915,0.0
geoId/060591100041,2021,4191.877127358471,0.0
geoId/060591100103,2021,3651.6150948994314,0.0
geoId/060590881011,2021,55277.517257241845,0.0
geoId/060590999033,2021,9955.64730386345,0.0
geoId/060591100012,2021,5950.534178709666,0.0
geoId/060591100032,2021,7640.322460021539,0.0
geoId/060375545213,2021,17318.260036152038,0.0
geoId/060375541031,2021,11040.583026684724,0.0
geoId/060375531004,2021,6783.462509300643,0.0
geoId/060375541051,2021,4598.292249276975,0.0
geoId/060591100102,2021,5173.550028106734,0.0
geoId/060591100043,2021,6858.7292578627075,0.0
geoId/060710091193,2021,67469.11345309831,0.0
geoId/060710091083,2021,80281.57211931671,0.0
geoId/060710091082,2021,67649.98327996828,0.0
geoId/060375531001,2021,11049.27277432504,0.0
geoId/060375531003,2021,4497.3079465868095,0.0
geoId/060710020221,2021,49010.07347510626,24330.043737526692
geoId/060710020222,2021,59076.65846072941,14217.50543011954
geoId/060710023051,2021,51729.50166034887,46601.9690909463
geoId/060710020381,2021,21073.35537914923,14682.64217696281
geoId/060374307212,2021,9020.626761247611,0.0
geoId/060374307211,2021,30536.535243916547,0.0
geoId/060374308012,2021,8424.495904525887,0.0
geoId/060374308014,2021,5331.0406010014085,0.0
geoId/060374308013,2021,2265.473973750612,0.0
geoId/060710024011,2021,10715.398198407427,29598.087822455876
geoId/060710025011,2021,16446.30930379601,0.0
geoId/060710024014,2021,10229.686389341596,0.0
geoId/060710020382,2021,21865.13895563383,15749.410453634053
geoId/060375704032,2021,2367.817197131524,0.0
geoId/060375704031,2021,1903.5261547735672,0.0
geoId/060375704033,2021,2143.9737671993207,0.0
geoId/060710020371,2021,9366.394598558982,12111.376144609569
geoId/060710023042,2021,73489.68908781525,17456.069458155835
geoId/060373202011,2021,7628.989137064167,0.0
geoId/060373201004,2021,10822.402259465138,0.0
geoId/060373202024,2021,5236.111382277297,0.0
geoId/060379103022,2021,24078.08778570857,0.0
geoId/060379102101,2021,41165.61855940268,0.0
geoId/060379103023,2021,12276.893344458076,0.0
geoId/061110088002,2021,5901.39734422118,0.0
geoId/061110043051,2021,11071.359248760387,0.0
geoId/061110089001,2021,2843.699616741482,0.0
geoId/061110041011,2021,4380.048486289154,0.0
geoId/061110040002,2021,3973.144937620438,0.0
geoId/061110040004,2021,4374.789006721961,0.0
geoId/061110043041,2021,2149.650391125046,0.0
geoId/061110043042,2021,7598.572767509927,0.0
geoId/061110043043,2021,7868.286015362066,0.0
geoId/061110037002,2021,5500.218799407522,0.0
geoId/060379102021,2021,58478.47997408308,0.0
geoId/060379102022,2021,58418.69657151608,0.0
geoId/060379103011,2021,16101.329402411811,0.0
geoId/060379302001,2021,19675.492651639583,45223.24421021973
geoId/060371042042,2021,1334.4530329999789,0.0
geoId/060373203006,2021,3463.276719364328,0.0
geoId/060373203001,2021,6607.517350460341,0.0
geoId/060373203004,2021,5016.633467980731,0.0
geoId/060371095001,2021,21.07776021827972,0.0
geoId/060373203005,2021,1937.8246875803989,0.0
geoId/060374084011,2021,8598.510162628232,0.0
geoId/060373202023,2021,2501.1028925899727,0.0
geoId/060373201003,2021,4319.595821826365,0.0
geoId/060371095003,2021,1499.2905888648404,0.0
geoId/060371091002,2021,2709.047949512846,0.0
geoId/060371041243,2021,5268.459335415573,0.0
geoId/060371042011,2021,708.9058928342705,0.0
geoId/060371061122,2021,907.4000696236412,0.0
geoId/060373201002,2021,3845.9612053865712,0.0
geoId/061110042002,2021,4019.6023885543577,0.0
geoId/061110089002,2021,2958.6433469503636,0.0
geoId/060373203002,2021,7437.109960976435,0.0
geoId/060371042013,2021,952.007989600672,0.0
geoId/060371042012,2021,371.7081951404983,0.0
geoId/060371043102,2021,102.63849419365744,0.0
geoId/061070009002,2021,35632.322307168564,0.0
geoId/061070008003,2021,70391.57998730037,0.0
geoId/061070010041,2021,11979.854482220457,0.0
geoId/061070010033,2021,27438.069128056908,0.0
geoId/061070010032,2021,46257.92456440009,0.0
geoId/061070010043,2021,11642.779757403692,0.0
geoId/060710001132,2021,21993.41297767742,0.0
geoId/060710005041,2021,74247.75174773198,0.0
geoId/060710001152,2021,72593.23987036619,16916.597105341367
geoId/061070013011,2021,48717.916741324094,0.0
geoId/060650449272,2021,39009.90888691202,0.0
geoId/060650449221,2021,132438.2913368764,0.0
geoId/060650449271,2021,45140.06713684807,0.0
geoId/060590889042,2021,6631.428881315709,0.0
geoId/060590889052,2021,11262.936649702207,0.0
geoId/060590997021,2021,9464.205305132453,0.0
geoId/060590997011,2021,9973.303831542722,0.0
geoId/060590992221,2021,3767.923850614475,0.0
geoId/060590992231,2021,2288.587350525762,0.0
geoId/060590889041,2021,2898.7861112521773,0.0
geoId/060590998032,2021,4280.2085580036355,0.0
geoId/060590888023,2021,9092.039896903018,0.0
geoId/060590756061,2021,17465.248091514546,0.0
geoId/060590756032,2021,9849.610438138148,0.0
geoId/060590756063,2021,11615.548469345098,0.0
geoId/060590756031,2021,6304.455845223441,0.0
geoId/060590756051,2021,9969.834735882703,0.0
geoId/060377008011,2021,28592.446010764037,0.0
geoId/060377006004,2021,26634.74592559265,0.0
geoId/060377006002,2021,8449.076092943556,0.0
geoId/060377006001,2021,16481.149260012033,0.0
geoId/060377006005,2021,21688.51940225294,0.0
geoId/060377005011,2021,4963.051506274967,0.0
geoId/060371943001,2021,618.9418487378588,0.0
geoId/060590756062,2021,5149.547689257234,0.0
geoId/060377006003,2021,11266.188961931655,0.0
geoId/060590525241,2021,12796.78518685653,0.0
geoId/060377005012,2021,1456.5095904922266,0.0
geoId/060590756043,2021,9379.773284464549,0.0
geoId/060373202013,2021,2591.309373974334,0.0
geoId/060373203003,2021,4897.790689806837,0.0
geoId/060371066491,2021,1144.085274496457,0.0
geoId/060373202021,2021,5569.788170708996,0.0
geoId/060373202012,2021,4534.198844168417,0.0
geoId/060373202022,2021,3092.2257369418685,0.0
geoId/060371066482,2021,128.42072252486506,0.0
geoId/060371070202,2021,331.7065880900886,0.0
geoId/060374826002,2021,13580.694825302116,0.0
geoId/060374826001,2021,5968.359547330647,0.0
geoId/060374828003,2021,8822.353212368966,0.0
geoId/060374825213,2021,9196.364648292903,0.0
geoId/060375700013,2021,4469.1826625193435,0.0
geoId/060375700022,2021,1995.3050808951252,0.0
geoId/060375700023,2021,3370.154558244343,0.0
geoId/060590320312,2021,14582.18074752481,6095.51452777813
geoId/060590320311,2021,7539.216497496709,5320.344972245322
geoId/060590320351,2021,12354.419772198497,7205.313454849899
geoId/060590320321,2021,9096.193985388843,3907.1152189827976
geoId/060710108025,2021,19168.12311344855,100576.4961964181
geoId/060710108033,2021,10738.629920759482,32699.897648947383
geoId/060710108041,2021,22471.242126890014,94237.60325889089
geoId/060710108042,2021,15202.872243827158,28854.74263005344
geoId/060590755052,2021,20345.274556409742,0.0
geoId/060590754033,2021,16933.156741469003,0.0
geoId/060590744072,2021,3207.5400443132703,0.0
geoId/060590755041,2021,16822.233227155175,0.0
geoId/060590320342,2021,28663.067677132974,25073.185380005052
geoId/060590320302,2021,15726.916191032513,3178.3415151805707
geoId/060590320322,2021,9686.396235562032,1133.2337276912178
geoId/060590320372,2021,14998.464810033163,23907.78782411138
geoId/060590320373,2021,22660.92383700607,18867.067192463783
geoId/060375302023,2021,5566.979720947275,0.0
geoId/060375303021,2021,3496.2531886528513,0.0
geoId/060375303024,2021,4890.6206019510855,0.0
geoId/060375318001,2021,1966.9406971129767,0.0
geoId/060375318002,2021,3095.76360781036,0.0
geoId/060375302032,2021,6083.19585363518,0.0
geoId/060376510011,2021,5094.874687502896,0.0
geoId/060376510023,2021,5147.081770923298,0.0
geoId/060376510013,2021,5713.888199646144,0.0
geoId/060376700011,2021,5706.8325904906005,0.0
geoId/060376700022,2021,7736.293261143725,0.0
geoId/060376700032,2021,6999.554788622351,0.0
geoId/060376701004,2021,3333.575875856071,0.0
geoId/060376510021,2021,5326.055923167591,0.0
geoId/060376700021,2021,3968.8256536132094,0.0
geoId/060376510012,2021,3189.610996708607,0.0
geoId/060710100262,2021,35715.730854942005,0.0
geoId/060710100252,2021,24437.25154563901,0.0
geoId/060372754002,2021,1024.0618493659565,0.0
geoId/060377028033,2021,4739.76806270529,0.0
geoId/060377028032,2021,2772.8395040981404,0.0
geoId/060372753114,2021,55.92399879862853,0.0
geoId/060372722021,2021,518.9947731104911,0.0
geoId/060372722022,2021,299.31883120412226,0.0
geoId/060372751022,2021,334.37547827649394,0.0
geoId/060710046011,2021,8655.220056874025,11548.390588103037
geoId/060372753023,2021,973.076826515475,0.0
geoId/060710045042,2021,12338.19096734454,21418.18785820889
geoId/060377028031,2021,4565.2792100536935,0.0
geoId/060372722012,2021,146.1194870008761,0.0
geoId/060379100022,2021,16917.26746624741,0.0
geoId/060379100023,2021,21744.343122364684,0.0
geoId/060379107061,2021,45360.43306446467,0.0
geoId/060379107112,2021,18359.64456029037,0.0
